Nama_Perusahaan,Kelurahan,Kecamatan,Kota,Provinsi,Sektor,Klasifikasi_Perusahaan,Status_Kepemilikan,Pria,Wanita,Total_TK,TKA_Pria,TKA_Wanita,Disabilitas_Pria,Disabilitas_Wanita,PKWTT_Pria,PKWT_Pria,PKWTT_Wanita,PKWT_Wanita,PKWTT_Wanita_Disabilitas,PKWT_Wanita_Disabilitas,PKWTT_Pria_Disabilitas,PKWT_Pria_Disabilitas,Permodalan,PP,PKB
Perusahaan 4270,Beji,Beji,KOTA DEPOK,JAWA BARAT,"Sewa Guna Usaha Tanpa Hak Opsi Aset Non Finansial, Bukan Karya Hak Cipta",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4271,Pasir Putih,Sawangan,KOTA DEPOK,JAWA BARAT,Aktivitas Penyedia Gabungan Jasa Penunjang Fasilitas,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4272,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4273,Cilangkap,Tapos,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Berbagai Macam Barang,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4274,Pancoran Mas,Pancoran Mas,KOTA DEPOK,JAWA BARAT,"Penerbitan Surat Kabar, Jurnal Dan Buletin Atau Majalah",Belum Input Data,Yayasan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4275,Cinangka,Sawangan,KOTA DEPOK,JAWA BARAT,Warung Makan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4276,Depok,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Hasil Pencetakan Dan Penerbitan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4277,Mampang,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Pendidikan Bimbingan Belajar Dan Konseling Swasta,Belum Input Data,Yayasan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4278,Mampang,Pancoran Mas,KOTA DEPOK,JAWA BARAT,"Perdagangan Besar Bahan Bakar Padat, Cair Dan Gas Dan Produk Ybdi",Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4279,Pancoran Mas,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Aktivitas Konsultasi Manajemen Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4280,Cinangka,Sawangan,KOTA DEPOK,JAWA BARAT,Budidaya Ikan Air Tawar Di Media Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4281,Kalimulya,Cilodong,KOTA DEPOK,JAWA BARAT,Industri Makanan Dan Masakan Olahan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4282,Cilangkap,Tapos,KOTA DEPOK,JAWA BARAT,Kedai Makanan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4283,Depok Jaya,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Warung Makan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4284,Rangkapan Jaya Baru,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Reparasi Dan Perawatan Sepeda Motor,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4285,Mekarsari,Cimanggis,KOTA DEPOK,JAWA BARAT,Periklanan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4286,Tapos,Tapos,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Pakaian,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4287,Pancoran Mas,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Buah-Buahan,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4288,Cipayung Jaya,Cipayung,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Atas Dasar Balas Jasa (Fee) Atau Kontrak,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4289,Kedaung,Sawangan,KOTA DEPOK,JAWA BARAT,Pendidikan Bimbingan Belajar Dan Konseling Swasta,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4290,Kukusan,Beji,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Berbagai Macam Material Bangunan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4291,Kedaung,Sawangan,KOTA DEPOK,JAWA BARAT,Industri Pakaian Jadi (Konveksi) Dari Tekstil,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4292,Bedahan,Sawangan,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Hasil Pertanian Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4293,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Berbagai Barang Dan Perlengkapan Rumah Tangga Lainnya Ytdl,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4294,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Kedai Makanan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4295,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Aktivitas Konsultasi Manajemen Lainnya,Kecil,Persero,3,3,6,0,0,0,0,0,3,0,3,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4296,Kemiri Muka,Beji,KOTA DEPOK,JAWA BARAT,Pendidikan Bimbingan Belajar Dan Konseling Swasta,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4297,Pasir Gunung Selatan,Cimanggis,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Khusus Alat Permainan Dan Mainan Anak-Anak Di Toko,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4298,Krukut,Limo,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Peralatan Dan Perlengkapan Rumah Tangga,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4299,Kemiri Muka,Beji,KOTA DEPOK,JAWA BARAT,Restoran,Belum Input Data,Patungan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4300,Pondok Cina,Beji,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Barang Farmasi Di Apotik,Kecil,Swasta,2,4,6,0,0,0,0,1,1,4,0,0,0,0,0,PMDN,Ya,Tidak
Perusahaan 4301,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,Aktivitas Penyedia Gabungan Jasa Administrasi Kantor,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4302,Pangkalan Jati,Cinere,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4303,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,Industri Makanan Dan Masakan Olahan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4304,Pengasinan,Sawangan,KOTA DEPOK,JAWA BARAT,Aktivitas Binatu,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4305,Krukut,Limo,KOTA DEPOK,JAWA BARAT,Konstruksi Gedung Tempat Tinggal,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4306,Pangkalan Jati Baru,Cinere,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Bukan Makanan, Minuman Atau Tembakau (Barang-Barang Kelontong) Bukan Di Toserba (Department Store)",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4307,Beji,Beji,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4308,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,Restoran,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4309,Pondok Jaya,Cipayung,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Roti, Kue Kering, Serta Kue Basah Dan Sejenisnya",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4310,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Jasa Pendidikan Komputer (Teknologi Informasi Dan Komunikasi) Swasta,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4311,Grogol,Limo,KOTA DEPOK,JAWA BARAT,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Barang Keperluan Rumah Tangga Dan Pribadi Lainnya Ytdl,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4312,Cinere,Cinere,KOTA DEPOK,JAWA BARAT,Penerbitan Buku,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4313,Pangkalan Jati Baru,Cinere,KOTA DEPOK,JAWA BARAT,Perantara Moneter Lainnya,Mikro,Swasta,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,PMA,Tidak,Tidak
Perusahaan 4314,Cinangka,Sawangan,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Kaki Lima Dan Los Pasar Minuman,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4315,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Industri Pengolahan Herbal (Herb Infusion),Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4316,Limo,Limo,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Mobil Baru,Kecil,Swasta,17,2,19,0,0,0,0,0,17,0,2,0,0,0,0,Swasta Nasional,Ya,Ya
Perusahaan 4317,Depok,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Bank Umum Swasta Devisa,Mikro,Swasta,3,1,4,0,0,0,0,3,0,1,0,0,0,0,0,PMA,Tidak,Ya
Perusahaan 4318,Tanah Baru,Beji,KOTA DEPOK,JAWA BARAT,Industri Pakaian Jadi (Konveksi) Dari Kulit,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4319,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,Aktivitas Rumah Sakit Swasta,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4320,Kemiri Muka,Beji,KOTA DEPOK,JAWA BARAT,Bank Umum Swasta Devisa,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4321,Mekarsari,Cimanggis,KOTA DEPOK,JAWA BARAT,"Perdagangan Besar Tekstil, Pakaian Dan Alas Kaki Lainnya",Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4322,Cilangkap,Tapos,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Furnitur,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4323,Tapos,Tapos,KOTA DEPOK,JAWA BARAT,Aktivitas Keamanan Swasta,Mikro,Swasta,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4324,Kalibaru,Cilodong,KOTA DEPOK,JAWA BARAT,Industri Makanan Dan Masakan Olahan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4325,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Makanan Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4326,Ratu Jaya,Cipayung,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Produk Roti,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4327,Rangkapan Jaya Baru,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Industri Produk Masak Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4328,Curug,Bojongsari,KOTA DEPOK,JAWA BARAT,Pertanian Hortikultura Sayuran Daun,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4329,Bojong Pondok Terong,Cipayung,KOTA DEPOK,JAWA BARAT,"Industri Kerupuk, Keripik, Peyek Dan Sejenisnya",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4330,Depok Jaya,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Hasil Pencetakan Dan Penerbitan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4331,Baktijaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Komputer Dan Perlengkapannya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4332,Curug,Bojongsari,KOTA DEPOK,JAWA BARAT,Industri Barang Dari Logam Bukan Aluminium Siap Pasang Untuk Bangunan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4333,Beji,Beji,KOTA DEPOK,JAWA BARAT,Kegiatan Penunjang Pendidikan,Belum Input Data,Yayasan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4334,Pancoran Mas,Pancoran Mas,KOTA DEPOK,JAWA BARAT,"Industri Alat-Alat Laboratorium, Farmasi Dan Kesehatan Dari Kaca",Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4335,Bojongsari,Bojongsari,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Daging Dan Ikan Olahan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4336,Tirtajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Mobil Baru,Mikro,Swasta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Swasta Nasional,Tidak,Ya
Perusahaan 4337,Depok,Pancoran Mas,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Roti, Kue Kering, Serta Kue Basah Dan Sejenisnya",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4338,Kemiri Muka,Beji,KOTA DEPOK,JAWA BARAT,"Perdagangan Besar Alat Laboratorium, Farmasi Dan Kedokteran",Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4339,Sukamaju,Cilodong,KOTA DEPOK,JAWA BARAT,"Reparasi Peralatan Irradiasi, Elektromedis Dan Elektrotherapi",Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4340,Pancoran Mas,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Bahan Makanan Dan Minuman Hasil Pertanian Lainnya,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4341,Pangkalan Jati,Cinere,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Khusus Alat Permainan Dan Mainan Anak-Anak Di Toko,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4342,Cipayung,Cipayung,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Pakaian,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4343,Duren Mekar,Bojongsari,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Bukan Makanan, Minuman Atau Tembakau (Barang-Barang Kelontong) Bukan Di Toserba (Department Store)",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4344,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Aktivitas Konsultasi Bisnis Dan Broker Bisnis,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4345,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Aktivitas Pelayanan Kepelabuhanan Laut,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4346,Cinangka,Sawangan,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4347,Cinere,Cinere,KOTA DEPOK,JAWA BARAT,Real Estat Yang Dimiliki Sendiri Atau Disewa,Kecil,Swasta,4,2,6,0,0,0,0,4,0,2,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4348,Beji,Beji,KOTA DEPOK,JAWA BARAT,Aktivitas Konsultasi Manajemen Lainnya,Mikro,Swasta,1,2,3,0,0,0,0,0,1,1,1,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4349,Limo,Limo,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Atas Dasar Balas Jasa (Fee) Atau Kontrak,Mikro,Perseorangan,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,Swasta Nasional,Tidak,Tidak
Perusahaan 4350,Curug,Bojongsari,KOTA DEPOK,JAWA BARAT,Industri Pencetakan Umum,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4351,Cinere,Cinere,KOTA DEPOK,JAWA BARAT,Industri Pipa Dan Sambungan Pipa Dari Baja Dan Besi,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4352,Pasir Putih,Sawangan,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4353,Tanah Baru,Beji,KOTA DEPOK,JAWA BARAT,Pendidikan Kerajinan Dan Industri,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4354,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Bahan Makanan Dan Minuman Hasil Pertanian Lainnya,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4355,Pengasinan,Sawangan,KOTA DEPOK,JAWA BARAT,"Industri Alat-Alat Laboratorium, Farmasi Dan Kesehatan Dari Kaca",Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4356,Sawangan,Sawangan,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4357,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Makanan Dan Minuman Lainnya,Menengah,Swasta,76,15,91,0,0,0,0,60,16,7,8,0,0,0,0,Swasta Nasional,Ya,Ya
Perusahaan 4358,Sawangan Baru,Sawangan,KOTA DEPOK,JAWA BARAT,Event Organizer,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4359,Sukamaju Baru,Tapos,KOTA DEPOK,JAWA BARAT,Penyediaan Akomodasi Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4360,Pancoran Mas,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Aktivitas Rumah Sakit Swasta,Besar,Swasta,61,267,328,0,0,0,0,35,26,163,104,0,0,0,0,PMDN,Tidak,Ya
Perusahaan 4361,Ratu Jaya,Cipayung,KOTA DEPOK,JAWA BARAT,Penyediaan Makanan Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4362,Bojong Pondok Terong,Cipayung,KOTA DEPOK,JAWA BARAT,Budidaya Ikan Hias Air Tawar,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4363,Mekarsari,Cimanggis,KOTA DEPOK,JAWA BARAT,Industri Tempe Kedelai,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4364,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Atas Dasar Balas Jasa (Fee) Atau Kontrak,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4365,Depok Jaya,Pancoran Mas,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Kaki Lima Dan Los Pasar Roti, Kue Kering, Kue Basah Dan Sejenisnya",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4366,Kukusan,Beji,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Pakan Ternak/Unggas/Ikan Dan Hewan Piaraan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4367,Depok Jaya,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Warung Makan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4368,Harjamukti,Cimanggis,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Suku Cadang Sepeda Motor Dan Aksesorinya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4369,Rangkapan Jaya Baru,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Konstruksi Gedung Tempat Tinggal,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swasta Nasional,Tidak,Tidak
Perusahaan 4370,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Industri Mesin Pertanian Dan Kehutanan,Belum Input Data,Patungan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4371,Jatijajar,Tapos,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4372,Cipayung,Cipayung,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4373,Pasir Putih,Sawangan,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Barang Percetakan Dan Penerbitan Dalam Berbagai Bentuk,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4374,Cinere,Cinere,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Makanan Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4375,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Suku Cadang Dan Aksesori Mobil,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4376,Pangkalan Jati,Cinere,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Bukan Makanan, Minuman Atau Tembakau (Barang-Barang Kelontong) Bukan Di Toserba (Department Store)",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4377,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 4378,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Warung Makan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
