Nama_Perusahaan,Kelurahan,Kecamatan,Kota,Provinsi,Sektor,Klasifikasi_Perusahaan,Status_Kepemilikan,Pria,Wanita,Total_TK,TKA_Pria,TKA_Wanita,Disabilitas_Pria,Disabilitas_Wanita,PKWTT_Pria,PKWT_Pria,PKWTT_Wanita,PKWT_Wanita,PKWTT_Wanita_Disabilitas,PKWT_Wanita_Disabilitas,PKWTT_Pria_Disabilitas,PKWT_Pria_Disabilitas,Permodalan,PP,PKB
Perusahaan 1,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,Industri Pipa Plastik Dan Perlengkapannya,Kecil,Swasta,11,3,14,0,0,0,0,11,0,3,0,0,0,0,0,PMDN,Ya,Tidak
Perusahaan 2,Krukut,Limo,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Kaki Lima Dan Los Pasar Minuman,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 3,Harjamukti,Cimanggis,KOTA DEPOK,JAWA BARAT,Restoran,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swasta Nasional,Tidak,Tidak
Perusahaan 4,Depok,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Real Estat Yang Dimiliki Sendiri Atau Disewa,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 5,Baktijaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Konstruksi Bangunan Sipil Elektrikal,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 6,Sukamaju Baru,Tapos,KOTA DEPOK,JAWA BARAT,Konstruksi Gedung Tempat Tinggal,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 7,Depok,Pancoran Mas,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8,Harjamukti,Cimanggis,KOTA DEPOK,JAWA BARAT,Aktivitas Penunjang Pertambangan Dan Penggalian Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 9,Jatijajar,Tapos,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Kaki Lima Dan Los Pasar Pakan Ternak, Pakan Unggas Dan Pakan Ikan",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 10,Jatimulya,Cilodong,KOTA DEPOK,JAWA BARAT,Penyediaan Akomodasi Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 11,Duren Seribu,Bojongsari,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Bukan Makanan, Minuman Atau Tembakau (Barang-Barang Kelontong) Bukan Di Toserba (Department Store)",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 12,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Industri Minuman Ringan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 13,Cisalak,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Bahan Konstruksi Lainnya,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 14,Pancoran Mas,Pancoran Mas,KOTA DEPOK,JAWA BARAT,"Pertanian Tanaman Rempah-Rempah, Aromatik/Penyegar, Narkotik Dan Obat Lainnya",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 15,Kukusan,Beji,KOTA DEPOK,JAWA BARAT,"Aktivitas Foto Kopi, Penyiapan Dokumen Dan Aktivitas Khusus Penunjang Kantor Lainnya",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 16,Harjamukti,Cimanggis,KOTA DEPOK,JAWA BARAT,Aktivitas Fotografi,Menengah,Swasta,19,1,20,0,0,0,0,10,9,1,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 17,Pancoran Mas,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Pembiayaan Konsumen (Consumers Credit),Menengah,Persero,56,7,63,0,0,0,1,56,0,7,0,1,0,0,0,Swasta Nasional,Ya,Ya
Perusahaan 18,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Industri Pengolahan Kopi,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 19,Curug,Bojongsari,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Makanan Dan Minuman Lainnya,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 20,Bojongsari,Bojongsari,KOTA DEPOK,JAWA BARAT,Penyediaan Akomodasi Jangka Pendek Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 21,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 22,Depok Jaya,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Kedai Minuman,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 23,Grogol,Limo,KOTA DEPOK,JAWA BARAT,Aktivitas Penyeleksian Dan Penempatan Tenaga Kerja Luar Negeri,Menengah,Yayasan,27,23,50,0,0,0,0,3,24,1,22,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 24,Limo,Limo,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Mobil Baru,Menengah,Swasta,18,2,20,0,0,0,0,14,4,1,1,0,0,0,0,Swasta Nasional,Ya,Tidak
Perusahaan 25,Limo,Limo,KOTA DEPOK,JAWA BARAT,Aktivitas Panti Pijat,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 26,Limo,Limo,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Bahan Bakar Kendaraan Di Spbu,Kecil,Swasta,16,3,19,0,0,0,0,16,0,3,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 27,Limo,Limo,KOTA DEPOK,JAWA BARAT,Konstruksi Gedung Pendidikan,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 28,Cipayung,Cipayung,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 29,Jatimulya,Cilodong,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Sepeda Motor Bekas,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 30,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Industri Pakaian Jadi Rajutan,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 31,Rangkapan Jaya,Pancoran Mas,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 32,Krukut,Limo,KOTA DEPOK,JAWA BARAT,Industri Sabun Dan Bahan Pembersih Keperluan Rumah Tangga,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 33,Pancoran Mas,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Rumah Minum/Kafe,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 34,Rangkapan Jaya Baru,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Aktivitas Kurir,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 35,Cilangkap,Tapos,KOTA DEPOK,JAWA BARAT,Penjahitan Dan Pembuatan Pakaian Sesuai Pesanan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 36,Limo,Limo,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Produk Lainnya Ytdl,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 37,Curug,Bojongsari,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Ikan Hias,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 38,Harjamukti,Cimanggis,KOTA DEPOK,JAWA BARAT,Konstruksi Gedung Tempat Tinggal,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 39,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Aktivitas Keinsinyuran Dan Konsultasi Teknis Ybdi,Kecil,Swasta,5,5,10,0,0,0,0,5,0,5,0,0,0,0,0,Swasta Nasional,Tidak,Tidak
Perusahaan 40,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Atas Dasar Balas Jasa (Fee) Atau Kontrak,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 41,Baktijaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Peralatan Dan Perlengkapan Rumah Tangga,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swasta Nasional,Tidak,Tidak
Perusahaan 42,Tirtajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Pertanian Hortikultura Sayuran Daun,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 43,Depok,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Kaki Lima Dan Los Pasar Komoditi Hasil Perikanan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 44,Kukusan,Beji,KOTA DEPOK,JAWA BARAT,Kedai Minuman,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 45,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Aktivitas Biro Perjalanan Wisata,Kecil,Swasta,5,4,9,0,0,0,0,0,5,0,4,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 46,Cilodong,Cilodong,KOTA DEPOK,JAWA BARAT,Reparasi Alat-Alat Elektronik Konsumen,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 47,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Instalasi Navigasi Laut Dan Sungai,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 48,Pengasinan,Sawangan,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Barang Farmasi Bukan Di Apotik,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 49,Duren Mekar,Bojongsari,KOTA DEPOK,JAWA BARAT,Aktivitas Desain Interior,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 50,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,Aktivitas Klinik Swasta,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 51,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 52,Curug,Bojongsari,KOTA DEPOK,JAWA BARAT,Aktivitas Kebersihan Umum Bangunan,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 53,Depok,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Aktivitas Kebersihan Umum Bangunan,Kecil,Persero,9,3,12,0,0,0,0,9,0,3,0,0,0,0,0,PMDN,Ya,Tidak
Perusahaan 54,Rangkapan Jaya Baru,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Pendidikan Sekolah Dasar/Madrasah Ibtidaiyah Swasta,Belum Input Data,Yayasan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 55,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Pembibitan Dan Budidaya Domba,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 56,Cinere,Cinere,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 57,Cinere,Cinere,KOTA DEPOK,JAWA BARAT,Industri Minyak Atsiri,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 58,Baktijaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Aktivitas Salon Kecantikan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 59,Cilangkap,Tapos,KOTA DEPOK,JAWA BARAT,"Perdagangan Besar Genteng, Batu Bata, Ubin Dan Sejenisnya Dari Tanah Liat, Kapur, Semen Atau Kaca",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 60,Cinere,Cinere,KOTA DEPOK,JAWA BARAT,Konstruksi Gedung Tempat Tinggal,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 61,Jatijajar,Tapos,KOTA DEPOK,JAWA BARAT,Event Organizer,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 62,Rangkapan Jaya Baru,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Aktivitas Perusahaan Holding,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 63,Sawangan,Sawangan,KOTA DEPOK,JAWA BARAT,Warung Makan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 64,Depok,Pancoran Mas,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 65,Grogol,Limo,KOTA DEPOK,JAWA BARAT,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Barang Keperluan Rumah Tangga Dan Pribadi Lainnya Ytdl,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 66,Depok,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Restoran Dan Penyediaan Makanan Keliling Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 67,Cisalak,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Berbagai Macam Barang,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 68,Sukamaju,Cilodong,KOTA DEPOK,JAWA BARAT,Aktivitas Teknologi Informasi Dan Jasa Komputer Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 69,Sukamaju Baru,Tapos,KOTA DEPOK,JAWA BARAT,Aktivitas Binatu,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 70,Cipayung,Cipayung,KOTA DEPOK,JAWA BARAT,Aktivitas Teknologi Informasi Dan Jasa Komputer Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 71,Ratu Jaya,Cipayung,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Tas, Dompet, Koper, Ransel Dan Sejenisnya",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 72,Pangkalan Jati Baru,Cinere,KOTA DEPOK,JAWA BARAT,Industri Pakaian Jadi (Konveksi) Dari Tekstil,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 73,Cilodong,Cilodong,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Bukan Di Toko, Kios, Kaki Lima Dan Los Pasar Lainnya Ytdl",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 74,Curug,Bojongsari,KOTA DEPOK,JAWA BARAT,Kedai Makanan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 75,Mekarsari,Cimanggis,KOTA DEPOK,JAWA BARAT,Aktivitas Klinik Swasta,Mikro,Perseorangan,1,2,3,0,0,0,0,1,0,2,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 76,Baktijaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,Patungan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 77,Cinere,Cinere,KOTA DEPOK,JAWA BARAT,Industri Peralatan Listrik Lainnya,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 78,Curug,Bojongsari,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Logam Dan Bijih Logam,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 79,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Pembiayaan Konsumen (Consumers Credit),Menengah,Swasta,28,6,34,0,0,0,0,27,1,6,0,0,0,0,0,Swasta Nasional,Tidak,Tidak
Perusahaan 80,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Furnitur,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 81,Mampang,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Bunga Potong/Florist,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 82,Pangkalan Jati,Cinere,KOTA DEPOK,JAWA BARAT,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Barang Keperluan Rumah Tangga Dan Pribadi Lainnya Ytdl,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 83,Rangkapan Jaya Baru,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Pakan Ternak/Unggas/Ikan Dan Hewan Piaraan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 84,Krukut,Limo,KOTA DEPOK,JAWA BARAT,"Industri Makaroni, Mie Dan Produk Sejenisnya",Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 85,Pangkalan Jati,Cinere,KOTA DEPOK,JAWA BARAT,Penyediaan Akomodasi Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 86,Kedaung,Sawangan,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Atas Dasar Balas Jasa (Fee) Atau Kontrak,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 87,Pasir Putih,Sawangan,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Barang Logam Untuk Bahan Konstruksi,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 88,Kalibaru,Cilodong,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,Yayasan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 89,Pengasinan,Sawangan,KOTA DEPOK,JAWA BARAT,Budidaya Ayam Ras Pedaging,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 90,Baktijaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Industri Produk Roti Dan Kue,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 91,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Atas Dasar Balas Jasa (Fee) Atau Kontrak,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 92,Beji Timur,Beji,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Atas Dasar Balas Jasa (Fee) Atau Kontrak,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 93,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Konstruksi Gedung Tempat Tinggal,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 94,Pasir Putih,Sawangan,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Kaki Lima Dan Los Pasar Kosmetik,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 95,Kedaung,Sawangan,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Buah-Buahan,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 96,Sawangan Baru,Sawangan,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Pakan Ternak/Unggas/Ikan Dan Hewan Piaraan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 97,Kedaung,Sawangan,KOTA DEPOK,JAWA BARAT,Jasa Reservasi Lainnya Ybdi Ytdl,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 98,Tanah Baru,Beji,KOTA DEPOK,JAWA BARAT,Warung Makan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 99,Harjamukti,Cimanggis,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Kecil,Swasta,2,4,6,0,0,0,0,0,2,1,3,0,0,0,0,Swasta Nasional,Tidak,Tidak
Perusahaan 100,Tirtajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Gas Elpiji,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 101,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,"Perdagangan Besar Semen, Kapur, Pasir Dan Batu",Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 102,Pangkalan Jati,Cinere,KOTA DEPOK,JAWA BARAT,Industri Barang Dari Kulit Dan Kulit Buatan Untuk Keperluan Pribadi,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 103,Cipayung,Cipayung,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Susu Dan Produk Susu,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 104,Kemiri Muka,Beji,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Komputer Dan Perlengkapan Komputer,Mikro,Swasta,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,PMA,Ya,Tidak
Perusahaan 105,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Pembibitan Dan Budidaya Aneka Ternak Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 106,Sukamaju,Cilodong,KOTA DEPOK,JAWA BARAT,Industri Perlengkapan Rumah Tangga Dari Tanah Liat/Keramik,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 107,Baktijaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Jasa Keagenan Kapal/Agen Perkapalan Perusahaan Pelayaran,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 108,Pasir Putih,Sawangan,KOTA DEPOK,JAWA BARAT,Reparasi Mobil,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 109,Harjamukti,Cimanggis,KOTA DEPOK,JAWA BARAT,Aktivitas Kebersihan Umum Bangunan,Menengah,Swasta,18,2,20,0,0,0,0,0,18,0,2,0,0,0,0,PMDN,Ya,Tidak
Perusahaan 110,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Pemasangan Pondasi Dan Tiang Pancang,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 111,Curug,Bojongsari,KOTA DEPOK,JAWA BARAT,Budidaya Ikan Air Tawar Di Media Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
